open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
1767031200000,12.419,12.434,12.27,12.289,440670.62,1767034799999,5442276.99036,18009,183598.02,2268757.90574,0
1767034800000,12.289,12.365,12.269,12.297,461388.79,1767038399999,5682358.85560,16823,233989.86,2882424.84202,0
1767038400000,12.297,12.342,12.254,12.276,415505.98,1767041999999,5106934.63872,15613,207961.91,2555807.35965,0
1767042000000,12.275,12.329,12.266,12.313,232602.15,1767045599999,2860311.64506,9418,137257.63,1688144.12399,0
1767045600000,12.312,12.357,12.286,12.318,195518.64,1767049199999,2408542.55377,7932,97576.67,1202076.13881,0
1767049200000,12.317,12.339,12.278,12.297,262123.79,1767052799999,3225662.23712,11468,140730.27,1731895.22949,0
1767052800000,12.296,12.321,12.254,12.314,350787.07,1767056399999,4312011.51985,14003,198367.43,2438612.00859,0
1767056400000,12.314,12.372,12.283,12.348,281391.2,1767059999999,3469792.73701,12264,137596.75,1696652.01312,0
1767060000000,12.349,12.371,12.266,12.288,364386.6,1767063599999,4487271.33941,14263,180463.61,2222271.02542,0
1767063600000,12.288,12.411,12.254,12.381,429674.16,1767067199999,5298453.67289,15223,206377.64,2545239.44915,0
1767067200000,12.381,12.411,12.334,12.335,338059.65,1767070799999,4184855.39300,14296,124823.40,1545377.63107,0
1767070800000,12.334,12.354,12.295,12.309,307366.33,1767074399999,3786774.17409,9906,118226.30,1456778.96135,0
1767074400000,12.309,12.375,12.303,12.348,339520.49,1767077999999,4192381.64264,10889,134303.57,1658202.16272,0
1767078000000,12.349,12.389,12.332,12.363,300835.49,1767081599999,3718144.88572,9970,125813.43,1554789.12709,0
1767081600000,12.363,12.544,12.36,12.465,1197936.13,1767085199999,14944880.22106,38106,599586.86,7477332.58699,0
1767085200000,12.465,12.546,12.441,12.528,517329.52,1767088799999,6458297.60487,18298,237838.63,2970330.53579,0
1767088800000,12.529,12.549,12.473,12.489,428092.94,1767092399999,5354607.49797,16509,179696.08,2247589.41272,0
1767092400000,12.489,12.5,12.458,12.482,331559.81,1767095999999,4137197.27442,11665,165137.44,2060882.70809,0
1767096000000,12.482,12.544,12.467,12.473,428629.17,1767099599999,5362788.03548,16528,192108.95,2403945.06434,0
1767099600000,12.473,12.511,12.457,12.49,408796.64,1767103199999,5102483.20530,16665,197504.04,2465254.03684,0
1767103200000,12.49,12.598,12.37,12.537,1483769.95,1767106799999,18525576.86903,42140,698285.43,8725831.04151,0
1767106800000,12.536,12.564,12.441,12.523,808300.9,1767110399999,10096184.21539,28400,360642.06,4503764.02657,0
1767110400000,12.523,12.584,12.439,12.466,902939.97,1767113999999,11289755.64108,25304,356838.28,4462332.90649,0
1767114000000,12.467,12.488,12.389,12.428,414409.17,1767117599999,5157248.70395,14367,189312.96,2356158.37333,0
